Label,Notation,Parent Notation,Sort Priority
Substance,substance,,1
Opiate (not crack cocaine),substance/opiate-not-crack-cocaine,substance,2
Both opiate and crack cocaine,substance/both-opiate-and-crack-cocaine,substance,3
Crack cocaine (not opiate),substance/crack-cocaine-not-opiate,substance,4
Cannabis,substance/cannabis,substance,5
Cocaine,substance/cocaine,substance,6
Benzodiazepine,substance/benzodiazepine,substance,7
Amphetamine (other than ecstasy),substance/amphetamine-other-than-ecstasy,substance,8
Other drug,substance/other-drug,substance,9
Hallucinogen,substance/hallucinogen,substance,10
Other prescription drug,substance/other-prescription-drug,substance,11
Anti-depressant,substance/anti-depressant,substance,12
Solvent,substance/solvent,substance,13
Major tranquiliser,substance/major-tranquiliser,substance,14
Barbiturate,substance/barbiturate,substance,15
Alcohol,substance/alcohol,substance,16
Total number of individuals,substance/total-number-of-individuals,substance,17
Club drug and new psychoactive substances,club-drug-and-new-psychoactive-substances,,18
Mephedrone,club-drug-and-new-psychoactive-substances/mephedrone,club-drug-and-new-psychoactive-substances,19
New psychoactive substances,club-drug-and-new-psychoactive-substances/new-psychoactive-substances,club-drug-and-new-psychoactive-substances,20
Ecstasy,club-drug-and-new-psychoactive-substances/ecstasy,club-drug-and-new-psychoactive-substances,21
Ketamine,club-drug-and-new-psychoactive-substances/ketamine,club-drug-and-new-psychoactive-substances,22
GHB/GBL,club-drug-and-new-psychoactive-substances/ghb/gbl,club-drug-and-new-psychoactive-substances,23
Methamphetamine,club-drug-and-new-psychoactive-substances/methamphetamine,club-drug-and-new-psychoactive-substances,24
Predominantly cannabinoid,club-drug-and-new-psychoactive-substances/predominantly-cannabinoid,club-drug-and-new-psychoactive-substances,25
Predominantly stimulant,club-drug-and-new-psychoactive-substances/predominantly-stimulant,club-drug-and-new-psychoactive-substances,26
Other,club-drug-and-new-psychoactive-substances/other,club-drug-and-new-psychoactive-substances,27
Predominantly sedative/opioid,club-drug-and-new-psychoactive-substances/predominantly-sedative-opioid,club-drug-and-new-psychoactive-substances,28
Predominantly hallucinogenic,club-drug-and-new-psychoactive-substances/predominantly-hallucinogenic,club-drug-and-new-psychoactive-substances,29
Predominantly dissociative,club-drug-and-new-psychoactive-substances/predominantly-dissociative,club-drug-and-new-psychoactive-substances,30
Total number of citations,club-drug-and-new-psychoactive-substances/total-number-of-citations,club-drug-and-new-psychoactive-substances,31
Total number of individuals,club-drug-and-new-psychoactive-substances/total-number-of-individuals,club-drug-and-new-psychoactive-substances,32
Total number in treatment,club-drug-and-new-psychoactive-substances/total-number-in-treatment,club-drug-and-new-psychoactive-substances,33
Age,age,,34
18,age/18,age,35
19,age/19,age,36
20-24,age/20-24,age,37
25-29,age/25-29,age,38
30-34,age/30-34,age,39
35-39,age/35-39,age,40
40-44,age/40-44,age,41
45-49,age/45-49,age,42
50-54,age/50-54,age,43
55-59,age/55-59,age,44
60-64,age/60-64,age,45
65-69,age/65-69,age,46
70+,age/70plus,age,47
Total,age/total,age,48
Gender,gender,,49
Male,gender/male,gender,50
Female,gender/female,gender,51
Total,gender/total,gender,52
Ethnicity,ethnicity,,53
White British,ethnicity/white-british,ethnicity,54
Other white,ethnicity/other-white,ethnicity,55
Not stated,ethnicity/not-stated,ethnicity,56
White Irish,ethnicity/white-irish,ethnicity,57
Indian,ethnicity/indian,ethnicity,58
Caribbean,ethnicity/caribbean,ethnicity,59
White and black Caribbean,ethnicity/white-and-black-caribbean,ethnicity,60
Pakistani,ethnicity/pakistani,ethnicity,61
Other Asian,ethnicity/other-asian,ethnicity,62
Other,ethnicity/other,ethnicity,63
Other black,ethnicity/other-black,ethnicity,64
African,ethnicity/african,ethnicity,65
Other mixed,ethnicity/other-mixed,ethnicity,66
Bangladeshi,ethnicity/bangladeshi,ethnicity,67
White and Asian,ethnicity/white-and-asian,ethnicity,68
White and black African,ethnicity/white-and-black-african,ethnicity,69
Chinese,ethnicity/chinese,ethnicity,70
Unknown,ethnicity/unknown,ethnicity,71
Inconsistent/missing,ethnicity/inconsistent/missing,ethnicity,72
Total,ethnicity/total,ethnicity,73
Disability,disability,,74
Behaviour and emotional,disability/behaviour-and-emotional,disability,75
Hearing,disability/hearing,disability,76
Manual dexterity,disability/manual-dexterity,disability,77
Learning disability,disability/learning-disability,disability,78
Mobility and gross motor,disability/mobility-and-gross-motor,disability,79
Perception of physical danger,disability/perception-of-physical-danger,disability,80
"Personal, self-care and continence",disability/personal-self-care-and-continence,disability,81
Progressive conditions and physical health,disability/progressive-conditions-and-physical-health,disability,82
Sight,disability/sight,disability,83
Speech,disability/speech,disability,84
Other,disability/other,disability,85
Not stated,disability/not-stated,disability,86
Total number of citations,disability/total-number-of-citations,disability,87
No disability,disability/no-disability,disability,88
Any disability,disability/any-disability,disability,89
Inconsistent/missing,disability/inconsistent/missing,disability,90
Total,disability/total,disability,91
Religion,religion,,92
Baha'i,religion/bahai,religion,93
Buddhist,religion/buddhist,religion,94
Christian,religion/christian,religion,95
Hindu,religion/hindu,religion,96
Jain,religion/jain,religion,97
Jewish,religion/jewish,religion,98
Muslim,religion/muslim,religion,99
Pagan,religion/pagan,religion,100
Sikh,religion/sikh,religion,101
Zoroastrian,religion/zoroastrian,religion,102
Other,religion/other,religion,103
None,religion/none,religion,104
